Inventory_ID,ID (SKU),Size,Color,Qty_on_hand,Qty_reserved,Qty_available,Qty_incoming,Reorder_point,Reorder_qty,Stock_status,Warehouse_location,Cost_price(INR),Supplier_ID,Last_restocked_at,Updated_at
APL-ACC-F-050-M-BLA,APL-ACC-F-050,M,Black,157,0,157,0,36,144,in_stock,MUM-FC1-E11-R4,195,SUP-010,2026-07-02,2026-07-10
APL-ACC-F-050-L-BLA,APL-ACC-F-050,L,Black,107,4,103,0,27,108,in_stock,MUM-FC1-E05-R1,195,SUP-010,2026-06-26,2026-07-09
APL-ACC-F-050-S-PIN,APL-ACC-F-050,S,Pink,82,4,78,0,21,84,in_stock,MUM-FC1-B15-R1,195,SUP-010,2026-06-25,2026-07-09
APL-ACC-F-050-M-PIN,APL-ACC-F-050,M,Pink,0,0,0,144,36,144,out_of_stock,MUM-FC1-D19-R1,195,SUP-010,2026-05-31,2026-06-23
APL-ACC-F-050-L-PIN,APL-ACC-F-050,L,Pink,117,4,113,0,27,108,in_stock,MUM-FC1-E11-R3,195,SUP-010,2026-05-13,2026-07-15
APL-TOP-M-051-XS-NAV,APL-TOP-M-051,XS,Navy-White,21,1,20,0,6,24,in_stock,DEL-FC1-F08-R1,361,SUP-001,2026-05-24,2026-07-14
APL-TOP-M-051-S-NAV,APL-TOP-M-051,S,Navy-White,37,0,37,0,12,48,in_stock,DEL-FC1-B16-R1,361,SUP-001,2026-05-12,2026-07-04
APL-TOP-M-051-M-NAV,APL-TOP-M-051,M,Navy-White,77,5,72,0,19,78,in_stock,DEL-FC1-D10-R3,361,SUP-001,2026-06-30,2026-07-18
APL-TOP-M-051-L-NAV,APL-TOP-M-051,L,Navy-White,45,1,44,0,18,72,in_stock,DEL-FC1-F04-R4,361,SUP-001,2026-06-01,2026-06-17
APL-TOP-M-051-XL-NAV,APL-TOP-M-051,XL,Navy-White,42,1,41,48,12,48,in_stock,DEL-FC1-A12-R5,361,SUP-001,2026-05-15,2026-06-06
APL-TOP-M-051-XXL-NAV,APL-TOP-M-051,XXL,Navy-White,41,3,38,0,7,30,in_stock,DEL-FC1-D03-R4,361,SUP-001,2026-07-07,2026-07-11
APL-TOP-M-051-XS-OLI,APL-TOP-M-051,XS,Olive-Cream,23,2,21,0,6,24,in_stock,DEL-FC1-D20-R5,361,SUP-001,2026-06-10,2026-06-14
APL-TOP-M-051-S-OLI,APL-TOP-M-051,S,Olive-Cream,31,3,28,0,12,48,in_stock,DEL-FC1-E13-R3,361,SUP-001,2026-06-15,2026-07-08
APL-TOP-M-051-M-OLI,APL-TOP-M-051,M,Olive-Cream,93,2,91,0,19,78,in_stock,DEL-FC1-B08-R3,361,SUP-001,2026-04-30,2026-05-26
APL-TOP-M-051-L-OLI,APL-TOP-M-051,L,Olive-Cream,16,1,15,72,18,72,low_stock,DEL-FC1-D17-R1,361,SUP-001,2026-05-03,2026-06-05
APL-TOP-M-051-XL-OLI,APL-TOP-M-051,XL,Olive-Cream,52,3,49,0,12,48,in_stock,DEL-FC1-F10-R4,361,SUP-001,2026-07-09,2026-07-11
APL-TOP-M-051-XXL-OLI,APL-TOP-M-051,XXL,Olive-Cream,6,0,6,0,7,30,low_stock,DEL-FC1-D15-R5,361,SUP-001,2026-05-24,2026-06-28
APL-TOP-M-052-XS-RED,APL-TOP-M-052,XS,Red-Black Check,24,2,22,0,6,24,in_stock,MUM-FC1-D17-R5,817,SUP-004,2026-05-29,2026-06-20
APL-TOP-M-052-S-RED,APL-TOP-M-052,S,Red-Black Check,5,0,5,48,12,48,low_stock,MUM-FC1-C01-R1,817,SUP-004,2026-06-25,2026-06-29
APL-TOP-M-052-M-RED,APL-TOP-M-052,M,Red-Black Check,16,2,14,78,19,78,low_stock,MUM-FC1-A14-R3,817,SUP-004,2026-07-05,2026-07-08
APL-TOP-M-052-L-RED,APL-TOP-M-052,L,Red-Black Check,89,11,78,0,18,72,in_stock,MUM-FC1-B06-R4,817,SUP-004,2026-06-07,2026-06-21
APL-TOP-M-052-XL-RED,APL-TOP-M-052,XL,Red-Black Check,38,4,34,0,12,48,in_stock,MUM-FC1-F09-R3,817,SUP-004,2026-07-12,2026-07-17
APL-TOP-M-052-XXL-RED,APL-TOP-M-052,XXL,Red-Black Check,30,0,30,0,7,30,in_stock,MUM-FC1-A15-R5,817,SUP-004,2026-06-16,2026-07-03
APL-TOP-M-052-XS-GRE,APL-TOP-M-052,XS,Green-Navy Check,27,0,27,0,6,24,in_stock,MUM-FC1-A06-R1,817,SUP-004,2026-05-26,2026-06-12
APL-TOP-M-052-S-GRE,APL-TOP-M-052,S,Green-Navy Check,2,0,2,48,12,48,low_stock,MUM-FC1-C14-R3,817,SUP-004,2026-06-22,2026-07-03
APL-TOP-M-052-M-GRE,APL-TOP-M-052,M,Green-Navy Check,75,9,66,0,19,78,in_stock,MUM-FC1-A09-R4,817,SUP-004,2026-04-29,2026-07-07
APL-TOP-M-052-L-GRE,APL-TOP-M-052,L,Green-Navy Check,70,8,62,0,18,72,in_stock,MUM-FC1-A08-R4,817,SUP-004,2026-06-15,2026-06-30
APL-TOP-M-052-XL-GRE,APL-TOP-M-052,XL,Green-Navy Check,0,0,0,48,12,48,out_of_stock,MUM-FC1-A17-R2,817,SUP-004,2026-06-19,2026-07-01
APL-TOP-M-052-XXL-GRE,APL-TOP-M-052,XXL,Green-Navy Check,34,3,31,30,7,30,in_stock,MUM-FC1-E17-R1,817,SUP-004,2026-05-22,2026-06-21
APL-TOP-M-053-XS-WHI,APL-TOP-M-053,XS,White,6,0,6,24,6,24,low_stock,BLR-FC1-C19-R1,827,SUP-002,2026-06-09,2026-06-24
APL-TOP-M-053-S-WHI,APL-TOP-M-053,S,White,0,0,0,0,12,48,out_of_stock,BLR-FC1-D20-R2,827,SUP-002,2026-06-06,2026-06-11
APL-TOP-M-053-M-WHI,APL-TOP-M-053,M,White,62,3,59,0,19,78,in_stock,BLR-FC1-F02-R1,827,SUP-002,2026-06-04,2026-07-15
APL-TOP-M-053-L-WHI,APL-TOP-M-053,L,White,16,0,16,0,18,72,low_stock,BLR-FC1-F12-R4,827,SUP-002,2026-05-14,2026-05-16
APL-TOP-M-053-XL-WHI,APL-TOP-M-053,XL,White,1,0,1,48,12,48,low_stock,BLR-FC1-C18-R4,827,SUP-002,2026-05-14,2026-06-06
APL-TOP-M-053-XXL-WHI,APL-TOP-M-053,XXL,White,31,4,27,0,7,30,in_stock,BLR-FC1-E06-R1,827,SUP-002,2026-06-26,2026-06-30
APL-TOP-M-053-XS-SAN,APL-TOP-M-053,XS,Sand,23,1,22,0,6,24,in_stock,BLR-FC1-E13-R2,827,SUP-002,2026-04-22,2026-07-10
APL-TOP-M-053-S-SAN,APL-TOP-M-053,S,Sand,61,6,55,0,12,48,in_stock,BLR-FC1-E13-R2,827,SUP-002,2026-06-26,2026-07-17
APL-TOP-M-053-M-SAN,APL-TOP-M-053,M,Sand,77,3,74,0,19,78,in_stock,BLR-FC1-A04-R5,827,SUP-002,2026-07-13,2026-07-13
APL-TOP-M-053-L-SAN,APL-TOP-M-053,L,Sand,45,0,45,0,18,72,in_stock,BLR-FC1-B04-R1,827,SUP-002,2026-07-02,2026-07-14
APL-TOP-M-053-XL-SAN,APL-TOP-M-053,XL,Sand,54,2,52,0,12,48,in_stock,BLR-FC1-E03-R1,827,SUP-002,2026-05-16,2026-07-17
APL-TOP-M-053-XXL-SAN,APL-TOP-M-053,XXL,Sand,40,3,37,0,7,30,in_stock,BLR-FC1-F14-R3,827,SUP-002,2026-04-27,2026-07-14
APL-TOP-M-053-XS-SAG,APL-TOP-M-053,XS,Sage,0,0,0,24,6,24,out_of_stock,BLR-FC1-C03-R2,827,SUP-002,2026-06-25,2026-06-28
APL-TOP-M-053-S-SAG,APL-TOP-M-053,S,Sage,32,0,32,0,12,48,in_stock,BLR-FC1-E06-R5,827,SUP-002,2026-06-30,2026-07-13
APL-TOP-M-053-M-SAG,APL-TOP-M-053,M,Sage,93,9,84,0,19,78,in_stock,BLR-FC1-D04-R2,827,SUP-002,2026-05-13,2026-07-03
APL-TOP-M-053-L-SAG,APL-TOP-M-053,L,Sage,72,6,66,0,18,72,in_stock,BLR-FC1-C18-R3,827,SUP-002,2026-06-06,2026-07-02
APL-TOP-M-053-XL-SAG,APL-TOP-M-053,XL,Sage,58,5,53,0,12,48,in_stock,BLR-FC1-B13-R5,827,SUP-002,2026-05-22,2026-06-14
APL-TOP-M-053-XXL-SAG,APL-TOP-M-053,XXL,Sage,41,4,37,0,7,30,in_stock,BLR-FC1-E01-R5,827,SUP-002,2026-05-07,2026-06-14
APL-TOP-M-054-XS-GRE,APL-TOP-M-054,XS,Grey Melange,0,0,0,0,12,48,out_of_stock,BLR-FC1-F09-R5,820,SUP-001,2026-06-24,2026-07-11
APL-TOP-M-054-S-GRE,APL-TOP-M-054,S,Grey Melange,15,0,15,96,24,96,low_stock,BLR-FC1-C19-R2,820,SUP-001,2026-05-19,2026-06-04
APL-TOP-M-054-M-GRE,APL-TOP-M-054,M,Grey Melange,194,26,168,0,39,156,in_stock,BLR-FC1-F11-R4,820,SUP-001,2026-05-12,2026-07-13
APL-TOP-M-054-L-GRE,APL-TOP-M-054,L,Grey Melange,181,24,157,0,36,144,in_stock,BLR-FC1-C02-R5,820,SUP-001,2026-06-07,2026-06-12
APL-TOP-M-054-XL-GRE,APL-TOP-M-054,XL,Grey Melange,117,15,102,0,24,96,in_stock,BLR-FC1-A08-R5,820,SUP-001,2026-04-21,2026-07-11
APL-TOP-M-054-XXL-GRE,APL-TOP-M-054,XXL,Grey Melange,73,0,73,0,15,60,in_stock,BLR-FC1-B11-R5,820,SUP-001,2026-05-18,2026-05-27
APL-TOP-M-054-XS-FOR,APL-TOP-M-054,XS,Forest Green,30,2,28,0,12,48,in_stock,BLR-FC1-E03-R2,820,SUP-001,2026-06-14,2026-07-02
APL-TOP-M-054-S-FOR,APL-TOP-M-054,S,Forest Green,117,8,109,0,24,96,in_stock,BLR-FC1-E13-R3,820,SUP-001,2026-04-30,2026-06-20
APL-TOP-M-054-M-FOR,APL-TOP-M-054,M,Forest Green,9,0,9,156,39,156,low_stock,BLR-FC1-D19-R2,820,SUP-001,2026-06-30,2026-07-16
APL-TOP-M-054-L-FOR,APL-TOP-M-054,L,Forest Green,114,5,109,0,36,144,in_stock,BLR-FC1-A04-R4,820,SUP-001,2026-06-13,2026-07-06
APL-TOP-M-054-XL-FOR,APL-TOP-M-054,XL,Forest Green,84,0,84,0,24,96,in_stock,BLR-FC1-C20-R4,820,SUP-001,2026-07-08,2026-07-10
APL-TOP-M-054-XXL-FOR,APL-TOP-M-054,XXL,Forest Green,57,5,52,0,15,60,in_stock,BLR-FC1-F03-R1,820,SUP-001,2026-04-26,2026-05-27
APL-TOP-M-055-XS-BLA,APL-TOP-M-055,XS,Black,2,0,2,20,5,20,low_stock,DEL-FC1-F18-R2,967,SUP-002,2026-05-16,2026-06-18
APL-TOP-M-055-S-BLA,APL-TOP-M-055,S,Black,20,2,18,0,5,20,in_stock,DEL-FC1-D19-R5,967,SUP-002,2026-04-25,2026-05-27
APL-TOP-M-055-M-BLA,APL-TOP-M-055,M,Black,23,2,21,0,8,32,in_stock,DEL-FC1-F01-R1,967,SUP-002,2026-06-08,2026-06-25
APL-TOP-M-055-L-BLA,APL-TOP-M-055,L,Black,33,0,33,0,7,30,in_stock,DEL-FC1-F13-R2,967,SUP-002,2026-06-07,2026-07-09
APL-TOP-M-055-XL-BLA,APL-TOP-M-055,XL,Black,0,0,0,20,5,20,out_of_stock,DEL-FC1-E18-R1,967,SUP-002,2026-05-13,2026-06-07
APL-TOP-M-055-XXL-BLA,APL-TOP-M-055,XXL,Black,12,0,12,0,5,20,in_stock,DEL-FC1-E10-R3,967,SUP-002,2026-06-21,2026-07-03
APL-TOP-M-055-XS-CAM,APL-TOP-M-055,XS,Camel,0,0,0,20,5,20,out_of_stock,DEL-FC1-C10-R2,967,SUP-002,2026-06-23,2026-07-01
APL-TOP-M-055-S-CAM,APL-TOP-M-055,S,Camel,24,3,21,0,5,20,in_stock,DEL-FC1-A18-R3,967,SUP-002,2026-05-18,2026-05-27
APL-TOP-M-055-M-CAM,APL-TOP-M-055,M,Camel,7,0,7,0,8,32,low_stock,DEL-FC1-F08-R4,967,SUP-002,2026-05-20,2026-06-25
APL-TOP-M-055-L-CAM,APL-TOP-M-055,L,Camel,21,1,20,0,7,30,in_stock,DEL-FC1-B05-R5,967,SUP-002,2026-06-28,2026-07-04
APL-TOP-M-055-XL-CAM,APL-TOP-M-055,XL,Camel,25,1,24,0,5,20,in_stock,DEL-FC1-B19-R2,967,SUP-002,2026-05-30,2026-06-03
APL-TOP-M-055-XXL-CAM,APL-TOP-M-055,XXL,Camel,2,0,2,20,5,20,low_stock,DEL-FC1-A11-R4,967,SUP-002,2026-06-11,2026-06-30
APL-TOP-M-056-XS-MID,APL-TOP-M-056,XS,Mid-Blue,32,0,32,0,6,24,in_stock,MUM-FC1-E20-R3,1616,SUP-006,2026-07-06,2026-07-15
APL-TOP-M-056-S-MID,APL-TOP-M-056,S,Mid-Blue,52,0,52,0,12,48,in_stock,MUM-FC1-D05-R5,1616,SUP-006,2026-07-06,2026-07-13
APL-TOP-M-056-M-MID,APL-TOP-M-056,M,Mid-Blue,91,6,85,0,19,78,in_stock,MUM-FC1-B08-R1,1616,SUP-006,2026-06-11,2026-06-11
APL-TOP-M-056-L-MID,APL-TOP-M-056,L,Mid-Blue,96,9,87,0,18,72,in_stock,MUM-FC1-B03-R2,1616,SUP-006,2026-06-15,2026-07-16
APL-TOP-M-056-XL-MID,APL-TOP-M-056,XL,Mid-Blue,55,3,52,0,12,48,in_stock,MUM-FC1-E13-R3,1616,SUP-006,2026-06-09,2026-07-18
APL-TOP-M-056-XXL-MID,APL-TOP-M-056,XXL,Mid-Blue,40,3,37,0,7,30,in_stock,MUM-FC1-A17-R1,1616,SUP-006,2026-06-16,2026-07-15
APL-TOP-M-056-XS-WAS,APL-TOP-M-056,XS,Washed Black,0,0,0,0,6,24,out_of_stock,MUM-FC1-E18-R4,1616,SUP-006,2026-04-25,2026-07-05
APL-TOP-M-056-S-WAS,APL-TOP-M-056,S,Washed Black,43,1,42,0,12,48,in_stock,MUM-FC1-C10-R4,1616,SUP-006,2026-05-11,2026-07-04
APL-TOP-M-056-M-WAS,APL-TOP-M-056,M,Washed Black,65,8,57,0,19,78,in_stock,MUM-FC1-F15-R1,1616,SUP-006,2026-06-23,2026-06-26
APL-TOP-M-056-L-WAS,APL-TOP-M-056,L,Washed Black,53,4,49,0,18,72,in_stock,MUM-FC1-C15-R1,1616,SUP-006,2026-05-12,2026-07-09
APL-TOP-M-056-XL-WAS,APL-TOP-M-056,XL,Washed Black,51,3,48,0,12,48,in_stock,MUM-FC1-F06-R1,1616,SUP-006,2026-05-01,2026-05-15
APL-TOP-M-056-XXL-WAS,APL-TOP-M-056,XXL,Washed Black,6,0,6,0,7,30,low_stock,MUM-FC1-E20-R2,1616,SUP-006,2026-06-07,2026-07-12
APL-TOP-M-057-XS-BLA,APL-TOP-M-057,XS,Black,2,0,2,0,6,24,low_stock,DEL-FC1-D10-R3,1276,SUP-001,2026-06-16,2026-07-04
APL-TOP-M-057-S-BLA,APL-TOP-M-057,S,Black,4,0,4,0,12,48,low_stock,DEL-FC1-A15-R4,1276,SUP-001,2026-06-22,2026-07-09
APL-TOP-M-057-M-BLA,APL-TOP-M-057,M,Black,97,3,94,0,19,78,in_stock,DEL-FC1-D14-R4,1276,SUP-001,2026-04-30,2026-07-15
APL-TOP-M-057-L-BLA,APL-TOP-M-057,L,Black,77,7,70,0,18,72,in_stock,DEL-FC1-B02-R2,1276,SUP-001,2026-05-08,2026-05-15
APL-TOP-M-057-XL-BLA,APL-TOP-M-057,XL,Black,0,0,0,0,12,48,out_of_stock,DEL-FC1-F19-R5,1276,SUP-001,2026-05-28,2026-06-18
APL-TOP-M-057-XXL-BLA,APL-TOP-M-057,XXL,Black,0,0,0,30,7,30,out_of_stock,DEL-FC1-B06-R3,1276,SUP-001,2026-07-07,2026-07-17
APL-TOP-M-057-XS-OLI,APL-TOP-M-057,XS,Olive,27,0,27,0,6,24,in_stock,DEL-FC1-E12-R1,1276,SUP-001,2026-05-01,2026-06-08
APL-TOP-M-057-S-OLI,APL-TOP-M-057,S,Olive,41,4,37,0,12,48,in_stock,DEL-FC1-A10-R4,1276,SUP-001,2026-05-07,2026-05-22
APL-TOP-M-057-M-OLI,APL-TOP-M-057,M,Olive,90,7,83,0,19,78,in_stock,DEL-FC1-E02-R1,1276,SUP-001,2026-07-02,2026-07-18
APL-TOP-M-057-L-OLI,APL-TOP-M-057,L,Olive,100,14,86,0,18,72,in_stock,DEL-FC1-C14-R5,1276,SUP-001,2026-05-30,2026-06-15
APL-TOP-M-057-XL-OLI,APL-TOP-M-057,XL,Olive,48,0,48,0,12,48,in_stock,DEL-FC1-E16-R4,1276,SUP-001,2026-05-13,2026-06-11
APL-TOP-M-057-XXL-OLI,APL-TOP-M-057,XXL,Olive,1,0,1,0,7,30,low_stock,DEL-FC1-F07-R5,1276,SUP-001,2026-06-12,2026-07-08
APL-TOP-M-058-XS-WHI,APL-TOP-M-058,XS,White,36,1,35,0,12,48,in_stock,MUM-FC1-C17-R5,263,SUP-003,2026-05-31,2026-05-31
APL-TOP-M-058-S-WHI,APL-TOP-M-058,S,White,66,5,61,0,24,96,in_stock,MUM-FC1-B07-R3,263,SUP-003,2026-06-02,2026-07-15
APL-TOP-M-058-M-WHI,APL-TOP-M-058,M,White,9,0,9,0,39,156,low_stock,MUM-FC1-E11-R4,263,SUP-003,2026-06-11,2026-06-14
APL-TOP-M-058-L-WHI,APL-TOP-M-058,L,White,182,8,174,0,36,144,in_stock,MUM-FC1-B19-R3,263,SUP-003,2026-06-04,2026-06-08
APL-TOP-M-058-XL-WHI,APL-TOP-M-058,XL,White,13,1,12,0,24,96,low_stock,MUM-FC1-E20-R4,263,SUP-003,2026-05-13,2026-05-27
APL-TOP-M-058-XXL-WHI,APL-TOP-M-058,XXL,White,77,3,74,60,15,60,in_stock,MUM-FC1-D03-R4,263,SUP-003,2026-05-20,2026-06-12
APL-TOP-M-058-XS-BLA,APL-TOP-M-058,XS,Black,46,2,44,0,12,48,in_stock,MUM-FC1-A07-R1,263,SUP-003,2026-06-15,2026-07-17
APL-TOP-M-058-S-BLA,APL-TOP-M-058,S,Black,59,1,58,0,24,96,in_stock,MUM-FC1-F17-R3,263,SUP-003,2026-05-31,2026-06-09
APL-TOP-M-058-M-BLA,APL-TOP-M-058,M,Black,189,14,175,0,39,156,in_stock,MUM-FC1-B02-R4,263,SUP-003,2026-06-08,2026-07-11
APL-TOP-M-058-L-BLA,APL-TOP-M-058,L,Black,6,0,6,0,36,144,low_stock,MUM-FC1-A17-R3,263,SUP-003,2026-04-22,2026-07-04
APL-TOP-M-058-XL-BLA,APL-TOP-M-058,XL,Black,115,3,112,0,24,96,in_stock,MUM-FC1-E11-R4,263,SUP-003,2026-07-14,2026-07-14
APL-TOP-M-058-XXL-BLA,APL-TOP-M-058,XXL,Black,10,0,10,60,15,60,low_stock,MUM-FC1-E12-R5,263,SUP-003,2026-05-30,2026-06-16
APL-TOP-M-059-XS-MAR,APL-TOP-M-059,XS,Maroon,50,6,44,0,12,48,in_stock,DEL-FC1-A05-R1,1149,SUP-005,2026-06-19,2026-07-17
APL-TOP-M-059-S-MAR,APL-TOP-M-059,S,Maroon,14,0,14,0,24,96,low_stock,DEL-FC1-E15-R5,1149,SUP-005,2026-06-04,2026-06-23
APL-TOP-M-059-M-MAR,APL-TOP-M-059,M,Maroon,135,16,119,0,39,156,in_stock,DEL-FC1-D19-R2,1149,SUP-005,2026-05-01,2026-06-29
APL-TOP-M-059-L-MAR,APL-TOP-M-059,L,Maroon,97,11,86,0,36,144,in_stock,DEL-FC1-B05-R5,1149,SUP-005,2026-05-23,2026-06-15
APL-TOP-M-059-XL-MAR,APL-TOP-M-059,XL,Maroon,87,10,77,0,24,96,in_stock,DEL-FC1-D16-R1,1149,SUP-005,2026-04-28,2026-06-27
APL-TOP-M-059-XXL-MAR,APL-TOP-M-059,XXL,Maroon,41,1,40,0,15,60,in_stock,DEL-FC1-E05-R5,1149,SUP-005,2026-05-03,2026-06-23
APL-TOP-M-059-XS-IVO,APL-TOP-M-059,XS,Ivory,60,5,55,0,12,48,in_stock,DEL-FC1-E15-R4,1149,SUP-005,2026-07-04,2026-07-10
APL-TOP-M-059-S-IVO,APL-TOP-M-059,S,Ivory,16,0,16,96,24,96,low_stock,DEL-FC1-F19-R4,1149,SUP-005,2026-06-14,2026-07-05
APL-TOP-M-059-M-IVO,APL-TOP-M-059,M,Ivory,161,1,160,0,39,156,in_stock,DEL-FC1-E16-R1,1149,SUP-005,2026-07-04,2026-07-13
APL-TOP-M-059-L-IVO,APL-TOP-M-059,L,Ivory,139,3,136,0,36,144,in_stock,DEL-FC1-A20-R1,1149,SUP-005,2026-07-05,2026-07-17
APL-TOP-M-059-XL-IVO,APL-TOP-M-059,XL,Ivory,120,1,119,0,24,96,in_stock,DEL-FC1-B19-R1,1149,SUP-005,2026-05-08,2026-05-27
APL-TOP-M-059-XXL-IVO,APL-TOP-M-059,XXL,Ivory,57,3,54,0,15,60,in_stock,DEL-FC1-C10-R5,1149,SUP-005,2026-07-15,2026-07-17
APL-TOP-M-059-XS-CHA,APL-TOP-M-059,XS,Charcoal,64,8,56,0,12,48,in_stock,DEL-FC1-E01-R5,1149,SUP-005,2026-06-24,2026-07-06
APL-TOP-M-059-S-CHA,APL-TOP-M-059,S,Charcoal,18,2,16,96,24,96,low_stock,DEL-FC1-E12-R1,1149,SUP-005,2026-05-26,2026-05-27
APL-TOP-M-059-M-CHA,APL-TOP-M-059,M,Charcoal,122,5,117,0,39,156,in_stock,DEL-FC1-D14-R5,1149,SUP-005,2026-05-17,2026-06-28
APL-TOP-M-059-L-CHA,APL-TOP-M-059,L,Charcoal,106,13,93,0,36,144,in_stock,DEL-FC1-D05-R3,1149,SUP-005,2026-07-14,2026-07-15
APL-TOP-M-059-XL-CHA,APL-TOP-M-059,XL,Charcoal,24,3,21,0,24,96,low_stock,DEL-FC1-B03-R2,1149,SUP-005,2026-07-11,2026-07-17
APL-TOP-M-059-XXL-CHA,APL-TOP-M-059,XXL,Charcoal,77,10,67,0,15,60,in_stock,DEL-FC1-D17-R4,1149,SUP-005,2026-06-29,2026-07-13
APL-BTM-M-060-XS-WAS,APL-BTM-M-060,XS,Washed Blue,26,0,26,0,6,24,in_stock,DEL-FC1-D18-R5,836,SUP-006,2026-06-05,2026-06-07
APL-BTM-M-060-S-WAS,APL-BTM-M-060,S,Washed Blue,66,1,65,0,12,48,in_stock,DEL-FC1-F03-R2,836,SUP-006,2026-06-26,2026-07-04
APL-BTM-M-060-M-WAS,APL-BTM-M-060,M,Washed Blue,75,0,75,0,19,78,in_stock,DEL-FC1-F03-R5,836,SUP-006,2026-07-03,2026-07-12
APL-BTM-M-060-L-WAS,APL-BTM-M-060,L,Washed Blue,78,0,78,0,18,72,in_stock,DEL-FC1-D19-R3,836,SUP-006,2026-06-12,2026-07-04
APL-BTM-M-060-XL-WAS,APL-BTM-M-060,XL,Washed Blue,65,0,65,0,12,48,in_stock,DEL-FC1-F10-R5,836,SUP-006,2026-05-23,2026-05-26
APL-BTM-M-060-XXL-WAS,APL-BTM-M-060,XXL,Washed Blue,33,3,30,0,7,30,in_stock,DEL-FC1-F20-R1,836,SUP-006,2026-05-26,2026-06-26
APL-BTM-M-060-XS-GRE,APL-BTM-M-060,XS,Grey,15,0,15,0,6,24,in_stock,DEL-FC1-C09-R3,836,SUP-006,2026-04-21,2026-05-05
APL-BTM-M-060-S-GRE,APL-BTM-M-060,S,Grey,51,5,46,0,12,48,in_stock,DEL-FC1-B09-R2,836,SUP-006,2026-06-21,2026-06-26
APL-BTM-M-060-M-GRE,APL-BTM-M-060,M,Grey,96,1,95,0,19,78,in_stock,DEL-FC1-B16-R4,836,SUP-006,2026-06-08,2026-06-23
APL-BTM-M-060-L-GRE,APL-BTM-M-060,L,Grey,81,7,74,0,18,72,in_stock,DEL-FC1-A09-R1,836,SUP-006,2026-04-26,2026-05-17
APL-BTM-M-060-XL-GRE,APL-BTM-M-060,XL,Grey,46,6,40,0,12,48,in_stock,DEL-FC1-B13-R4,836,SUP-006,2026-06-19,2026-06-27
APL-BTM-M-060-XXL-GRE,APL-BTM-M-060,XXL,Grey,7,0,7,0,7,30,low_stock,DEL-FC1-E02-R1,836,SUP-006,2026-06-27,2026-07-17
APL-BTM-M-061-XS-STO,APL-BTM-M-061,XS,Stone,32,1,31,0,6,24,in_stock,MUM-FC1-F19-R4,942,SUP-002,2026-06-18,2026-07-12
APL-BTM-M-061-S-STO,APL-BTM-M-061,S,Stone,54,6,48,0,12,48,in_stock,MUM-FC1-F06-R3,942,SUP-002,2026-06-29,2026-06-29
APL-BTM-M-061-M-STO,APL-BTM-M-061,M,Stone,4,0,4,0,19,78,low_stock,MUM-FC1-C08-R3,942,SUP-002,2026-05-22,2026-06-03
APL-BTM-M-061-L-STO,APL-BTM-M-061,L,Stone,7,0,7,0,18,72,low_stock,MUM-FC1-F04-R1,942,SUP-002,2026-07-06,2026-07-08
APL-BTM-M-061-XL-STO,APL-BTM-M-061,XL,Stone,43,5,38,0,12,48,in_stock,MUM-FC1-A06-R3,942,SUP-002,2026-05-27,2026-06-25
APL-BTM-M-061-XXL-STO,APL-BTM-M-061,XXL,Stone,0,0,0,30,7,30,out_of_stock,MUM-FC1-C14-R3,942,SUP-002,2026-05-22,2026-06-01
APL-BTM-M-061-XS-CHA,APL-BTM-M-061,XS,Charcoal,4,0,4,24,6,24,low_stock,MUM-FC1-C06-R4,942,SUP-002,2026-04-28,2026-06-29
APL-BTM-M-061-S-CHA,APL-BTM-M-061,S,Charcoal,66,6,60,0,12,48,in_stock,MUM-FC1-E14-R2,942,SUP-002,2026-07-07,2026-07-17
APL-BTM-M-061-M-CHA,APL-BTM-M-061,M,Charcoal,53,0,53,0,19,78,in_stock,MUM-FC1-F09-R4,942,SUP-002,2026-04-22,2026-06-24
APL-BTM-M-061-L-CHA,APL-BTM-M-061,L,Charcoal,51,5,46,0,18,72,in_stock,MUM-FC1-F11-R4,942,SUP-002,2026-07-02,2026-07-02
APL-BTM-M-061-XL-CHA,APL-BTM-M-061,XL,Charcoal,48,3,45,0,12,48,in_stock,MUM-FC1-A18-R2,942,SUP-002,2026-04-20,2026-06-08
APL-BTM-M-061-XXL-CHA,APL-BTM-M-061,XXL,Charcoal,40,3,37,0,7,30,in_stock,MUM-FC1-C11-R3,942,SUP-002,2026-06-10,2026-06-13
APL-BTM-M-062-XS-BEI,APL-BTM-M-062,XS,Beige,21,2,19,0,6,24,in_stock,BLR-FC1-C07-R2,814,SUP-002,2026-06-29,2026-06-30
APL-BTM-M-062-S-BEI,APL-BTM-M-062,S,Beige,65,3,62,0,12,48,in_stock,BLR-FC1-F12-R4,814,SUP-002,2026-04-30,2026-06-25
APL-BTM-M-062-M-BEI,APL-BTM-M-062,M,Beige,92,9,83,0,19,78,in_stock,BLR-FC1-D13-R1,814,SUP-002,2026-06-28,2026-07-18
APL-BTM-M-062-L-BEI,APL-BTM-M-062,L,Beige,60,4,56,0,18,72,in_stock,BLR-FC1-A11-R1,814,SUP-002,2026-06-02,2026-07-18
APL-BTM-M-062-XL-BEI,APL-BTM-M-062,XL,Beige,30,3,27,0,12,48,in_stock,BLR-FC1-F18-R2,814,SUP-002,2026-07-03,2026-07-10
