Order_item_ID,Order_ID,Customer_ID,Order_date,ID (SKU),Inventory_ID,Size,Color,Quantity,Unit_price(INR),Line_total(INR),Payment_method,Payment_status,Order_status,Warehouse_shipped_from,Courier_partner,Tracking_number,Shipped_at,Expected_delivery,Delivered_at,Return_reason,Shipping_city,Shipping_pincode
OI-000304,ORD-2026-000189,CUST-0113,2026-07-15 21:05,APL-TOP-F-074,APL-TOP-F-074-M-CHA,M,Champagne,1,599,599,Credit/Debit Card,paid,shipped,BLR-FC1,Delhivery,AWB2577002153,2026-07-18,2026-07-23,,,Kochi,682001
OI-000305,ORD-2026-000190,CUST-0066,2026-06-28 17:08,APL-ACC-F-099,APL-ACC-F-099-S-BLA,S,Black-Grey,1,599,599,Wallet,paid,delivered,MUM-FC1,Ekart,AWB1303997156,2026-06-29,2026-07-02,2026-07-03,,Chandigarh,160017
OI-000306,ORD-2026-000191,CUST-0165,2026-07-13 17:36,APL-TOP-M-002,APL-TOP-M-002-XXL-SKY,XXL,Sky Blue,1,1499,1499,Credit/Debit Card,paid,out_for_delivery,BLR-FC1,Bluedart,AWB3109989246,2026-07-14,2026-07-19,,,Kolkata,700001
OI-000307,ORD-2026-000192,CUST-0052,2026-07-12 18:18,APL-BTM-M-015,APL-BTM-M-015-S-NAV,S,Navy,1,999,999,Credit/Debit Card,paid,shipped,DEL-FC1,Bluedart,AWB5731793185,2026-07-13,2026-07-15,,,Mumbai,400001
OI-000308,ORD-2026-000193,CUST-0015,2026-07-04 13:30,APL-TOP-M-001,APL-TOP-M-001-XL-WHI,XL,White,1,499,499,Credit/Debit Card,paid,delivered,DEL-FC1,XpressBees,AWB6671454913,2026-07-05,2026-07-08,2026-07-07,,Kochi,682001
OI-000309,ORD-2026-000194,CUST-0138,2026-07-02 13:24,APL-ACC-M-042,APL-ACC-M-042-FS-BLA,Free Size,Black,1,899,899,COD,paid,delivered,BLR-FC1,Delhivery,AWB9017738481,2026-07-03,2026-07-06,2026-07-07,,Jaipur,302001
OI-000310,ORD-2026-000194,CUST-0138,2026-07-02 13:24,APL-TOP-M-053,APL-TOP-M-053-L-SAN,L,Sand,1,1999,1999,COD,paid,delivered,BLR-FC1,Delhivery,AWB9017738481,2026-07-03,2026-07-06,2026-07-07,,Jaipur,302001
OI-000311,ORD-2026-000194,CUST-0138,2026-07-02 13:24,APL-TOP-F-026,APL-TOP-F-026-XL-SKY,XL,Sky,1,999,999,COD,paid,delivered,BLR-FC1,Delhivery,AWB9017738481,2026-07-03,2026-07-06,2026-07-07,,Jaipur,302001
OI-000312,ORD-2026-000195,CUST-0119,2026-06-16 10:23,APL-BTM-M-065,APL-BTM-M-065-XL-BLA,XL,Black,1,1999,1999,COD,paid,delivered,MUM-FC1,Delhivery,AWB3289556747,2026-06-18,2026-06-20,2026-06-22,,Chandigarh,160017
OI-000313,ORD-2026-000195,CUST-0119,2026-06-16 10:23,APL-TOP-M-004,APL-TOP-M-004-L-MAR,L,Maroon,1,1999,1999,COD,paid,delivered,MUM-FC1,Delhivery,AWB3289556747,2026-06-18,2026-06-20,2026-06-22,,Chandigarh,160017
OI-000314,ORD-2026-000195,CUST-0119,2026-06-16 10:23,APL-BTM-M-064,APL-BTM-M-064-S-NAV,S,Navy,1,999,999,COD,paid,delivered,MUM-FC1,Delhivery,AWB3289556747,2026-06-18,2026-06-20,2026-06-22,,Chandigarh,160017
OI-000315,ORD-2026-000195,CUST-0119,2026-06-16 10:23,APL-TOP-M-056,APL-TOP-M-056-M-WAS,M,Washed Black,1,2999,2999,COD,paid,delivered,MUM-FC1,Delhivery,AWB3289556747,2026-06-18,2026-06-20,2026-06-22,,Chandigarh,160017
OI-000316,ORD-2026-000196,CUST-0152,2026-06-27 19:28,APL-TOP-F-076,APL-TOP-F-076-XS-LIL,XS,Lilac,1,799,799,UPI,paid,delivered,DEL-FC1,Delhivery,AWB3135239529,2026-06-27,2026-07-03,2026-06-28,,Lucknow,226001
OI-000317,ORD-2026-000196,CUST-0152,2026-06-27 19:28,APL-BTM-M-012,APL-BTM-M-012-M-BLA,M,Black,1,1499,1499,UPI,paid,delivered,DEL-FC1,Delhivery,AWB3135239529,2026-06-27,2026-07-03,2026-06-28,,Lucknow,226001
OI-000318,ORD-2026-000196,CUST-0152,2026-06-27 19:28,APL-TOP-F-068,APL-TOP-F-068-S-IVO,S,Ivory,1,1299,1299,UPI,paid,delivered,DEL-FC1,Delhivery,AWB3135239529,2026-06-27,2026-07-03,2026-06-28,,Lucknow,226001
OI-000319,ORD-2026-000197,CUST-0055,2026-07-05 20:58,APL-BTM-M-011,APL-BTM-M-011-L-KHA,L,Khaki,1,1499,1499,COD,paid,delivered,DEL-FC1,Delhivery,AWB2823543633,2026-07-07,2026-07-11,2026-07-08,,Hyderabad,500001
OI-000320,ORD-2026-000197,CUST-0055,2026-07-05 20:58,APL-TOP-M-005,APL-TOP-M-005-XL-BEI,XL,Beige,1,1499,1499,COD,paid,delivered,DEL-FC1,Delhivery,AWB2823543633,2026-07-07,2026-07-11,2026-07-08,,Hyderabad,500001
OI-000321,ORD-2026-000197,CUST-0055,2026-07-05 20:58,APL-BTM-M-011,APL-BTM-M-011-XL-NAV,XL,Navy,1,1499,1499,COD,paid,delivered,DEL-FC1,Delhivery,AWB2823543633,2026-07-07,2026-07-11,2026-07-08,,Hyderabad,500001
OI-000322,ORD-2026-000198,CUST-0150,2026-06-16 19:09,APL-TOP-F-072,APL-TOP-F-072-M-BLA,M,Black,1,2999,2999,COD,paid,delivered,DEL-FC1,Bluedart,AWB2631978596,2026-06-17,2026-06-21,2026-06-23,,Hyderabad,500001
OI-000323,ORD-2026-000199,CUST-0051,2026-06-15 14:21,APL-BTM-F-084,APL-BTM-F-084-XXL-TAU,XXL,Taupe,2,1499,2998,Credit/Debit Card,paid,delivered,MUM-FC1,Bluedart,AWB5608217967,2026-06-17,2026-06-23,2026-06-21,,Mumbai,400001
OI-000324,ORD-2026-000200,CUST-0024,2026-07-01 12:38,APL-TOP-M-053,APL-TOP-M-053-XS-SAN,XS,Sand,1,1999,1999,UPI,paid,delivered,BLR-FC1,Bluedart,AWB5300604422,2026-07-03,2026-07-05,2026-07-05,,Ahmedabad,380001
OI-000325,ORD-2026-000200,CUST-0024,2026-07-01 12:38,APL-BTM-M-010,APL-BTM-M-010-XS-JET,XS,Jet Black,1,1999,1999,UPI,paid,delivered,BLR-FC1,Bluedart,AWB5300604422,2026-07-03,2026-07-05,2026-07-05,,Ahmedabad,380001
OI-000326,ORD-2026-000200,CUST-0024,2026-07-01 12:38,APL-TOP-F-025,APL-TOP-F-025-XXL-OAT,XXL,Oatmeal,1,1999,1999,UPI,paid,delivered,BLR-FC1,Bluedart,AWB5300604422,2026-07-03,2026-07-05,2026-07-05,,Ahmedabad,380001
OI-000327,ORD-2026-000200,CUST-0024,2026-07-01 12:38,APL-TOP-M-054,APL-TOP-M-054-S-FOR,S,Forest Green,1,1499,1499,UPI,paid,delivered,BLR-FC1,Bluedart,AWB5300604422,2026-07-03,2026-07-05,2026-07-05,,Ahmedabad,380001
OI-000328,ORD-2026-000201,CUST-0029,2026-07-01 09:46,APL-BTM-F-027,APL-BTM-F-027-XXL-IND,XXL,Indigo,1,1999,1999,COD,paid,delivered,MUM-FC1,XpressBees,AWB9760064980,2026-07-02,2026-07-04,2026-07-07,,Delhi,110001
OI-000329,ORD-2026-000202,CUST-0091,2026-07-17 13:10,APL-BTM-M-016,APL-BTM-M-016-XXL-MID,XXL,Mid-Blue,1,2299,2299,UPI,paid,pending,BLR-FC1,,,,,,,Lucknow,226001
OI-000330,ORD-2026-000203,CUST-0062,2026-07-15 12:34,APL-TOP-M-052,APL-TOP-M-052-XXL-GRE,XXL,Green-Navy Check,3,1499,4497,UPI,paid,shipped,MUM-FC1,Delhivery,AWB5077620703,2026-07-17,2026-07-21,,,Kochi,682001
OI-000331,ORD-2026-000204,CUST-0062,2026-06-23 11:56,APL-BTM-F-079,APL-BTM-F-079-S-LIG,S,Light Blue,1,1299,1299,UPI,paid,delivered,MUM-FC1,Bluedart,AWB1735631170,2026-06-25,2026-06-28,2026-06-28,,Chandigarh,160017
OI-000332,ORD-2026-000204,CUST-0062,2026-06-23 11:56,APL-TOP-F-071,APL-TOP-F-071-M-LIG,M,Light Blue,2,2499,4998,UPI,paid,delivered,MUM-FC1,Bluedart,AWB1735631170,2026-06-25,2026-06-28,2026-06-28,,Chandigarh,160017
OI-000333,ORD-2026-000204,CUST-0062,2026-06-23 11:56,APL-ACC-M-095,APL-ACC-M-095-FS-CAM,Free Size,Camel,1,1299,1299,UPI,paid,delivered,MUM-FC1,Bluedart,AWB1735631170,2026-06-25,2026-06-28,2026-06-28,,Chandigarh,160017
OI-000334,ORD-2026-000204,CUST-0062,2026-06-23 11:56,APL-TOP-F-024,APL-TOP-F-024-XXL-GRE,XXL,Grey,1,1499,1499,UPI,paid,delivered,MUM-FC1,Bluedart,AWB1735631170,2026-06-25,2026-06-28,2026-06-28,,Chandigarh,160017
OI-000335,ORD-2026-000205,CUST-0060,2026-06-12 16:45,APL-TOP-M-059,APL-TOP-M-059-XXL-IVO,XXL,Ivory,1,2299,2299,UPI,paid,delivered,DEL-FC1,Delhivery,AWB8793844282,2026-06-13,2026-06-16,2026-06-16,,Pune,411001
OI-000336,ORD-2026-000206,CUST-0047,2026-07-15 20:26,APL-ACC-M-048,APL-ACC-M-048-M-BLA,M,Black-Lime,1,799,799,Credit/Debit Card,refunded,cancelled,MUM-FC1,,,,,,,Delhi,110001
OI-000337,ORD-2026-000206,CUST-0047,2026-07-15 20:26,APL-BTM-M-066,APL-BTM-M-066-XL-NAV,XL,Navy,1,599,599,Credit/Debit Card,refunded,cancelled,MUM-FC1,,,,,,,Delhi,110001
OI-000338,ORD-2026-000207,CUST-0057,2026-06-16 09:00,APL-BTM-F-034,APL-BTM-F-034-XL-BLA,XL,Black,1,1299,1299,COD,paid,delivered,DEL-FC1,DTDC,AWB2766750031,2026-06-18,2026-06-21,2026-06-24,,Pune,411001
OI-000339,ORD-2026-000207,CUST-0057,2026-06-16 09:00,APL-BTM-F-080,APL-BTM-F-080-XS-BLA,XS,Black,2,699,1398,COD,paid,delivered,DEL-FC1,DTDC,AWB2766750031,2026-06-18,2026-06-21,2026-06-24,,Pune,411001
OI-000340,ORD-2026-000208,CUST-0173,2026-06-24 12:53,APL-TOP-M-058,APL-TOP-M-058-M-WHI,M,White,1,599,599,UPI,paid,delivered,MUM-FC1,DTDC,AWB1497521191,2026-06-24,2026-06-29,2026-06-27,,Ahmedabad,380001
OI-000341,ORD-2026-000208,CUST-0173,2026-06-24 12:53,APL-TOP-M-058,APL-TOP-M-058-XS-BLA,XS,Black,1,599,599,UPI,paid,delivered,MUM-FC1,DTDC,AWB1497521191,2026-06-24,2026-06-29,2026-06-27,,Ahmedabad,380001
OI-000342,ORD-2026-000209,CUST-0061,2026-06-21 22:43,APL-BTM-F-079,APL-BTM-F-079-M-LIG,M,Light Blue,1,1299,1299,COD,refunded,returned,MUM-FC1,Ekart,AWB8695720138,2026-06-23,2026-06-25,2026-06-29,Quality not as expected,Kolkata,700001
OI-000343,ORD-2026-000209,CUST-0061,2026-06-21 22:43,APL-BTM-M-065,APL-BTM-M-065-XS-OLI,XS,Olive,1,1999,1999,COD,refunded,returned,MUM-FC1,Ekart,AWB8695720138,2026-06-23,2026-06-25,2026-06-29,Size too small,Kolkata,700001
OI-000344,ORD-2026-000210,CUST-0122,2026-06-20 15:09,APL-BTM-F-079,APL-BTM-F-079-XXL-BLA,XXL,Black,1,1299,1299,COD,paid,delivered,MUM-FC1,Delhivery,AWB9557554751,2026-06-21,2026-06-23,2026-06-23,,Ahmedabad,380001
OI-000345,ORD-2026-000210,CUST-0122,2026-06-20 15:09,APL-TOP-F-071,APL-TOP-F-071-XL-WHI,XL,White,1,2499,2499,COD,paid,delivered,MUM-FC1,Delhivery,AWB9557554751,2026-06-21,2026-06-23,2026-06-23,,Ahmedabad,380001
OI-000346,ORD-2026-000211,CUST-0031,2026-06-19 14:52,APL-ACC-M-096,APL-ACC-M-096-L-BLA,L,Black,1,599,599,UPI,paid,delivered,BLR-FC1,Bluedart,AWB9420293356,2026-06-19,2026-06-25,2026-06-22,,Delhi,110001
OI-000347,ORD-2026-000212,CUST-0156,2026-06-09 10:25,APL-ACC-M-096,APL-ACC-M-096-S-GRE,S,Grey,1,599,599,UPI,refunded,returned,BLR-FC1,DTDC,AWB3904437088,2026-06-11,2026-06-15,2026-06-16,Color mismatch,Hyderabad,500001
OI-000348,ORD-2026-000212,CUST-0156,2026-06-09 10:25,APL-BTM-M-063,APL-BTM-M-063-L-COB,L,Cobalt,2,799,1598,UPI,refunded,returned,BLR-FC1,DTDC,AWB3904437088,2026-06-11,2026-06-15,2026-06-16,Changed mind,Hyderabad,500001
OI-000349,ORD-2026-000213,CUST-0107,2026-07-16 15:17,APL-TOP-M-003,APL-TOP-M-003-XL-GRE,XL,Grey Melange,1,1199,1199,COD,pending,shipped,MUM-FC1,XpressBees,AWB7434361796,2026-07-19,2026-07-21,,,Lucknow,226001
OI-000350,ORD-2026-000214,CUST-0175,2026-07-15 15:19,APL-BTM-F-082,APL-BTM-F-082-L-BLU,L,Blush,1,1199,1199,Credit/Debit Card,paid,confirmed,BLR-FC1,,,,,,,Chandigarh,160017
OI-000351,ORD-2026-000214,CUST-0175,2026-07-15 15:19,APL-TOP-F-019,APL-TOP-F-019-XL-FLH,XL,Floral Teal,1,1999,1999,Credit/Debit Card,paid,confirmed,BLR-FC1,,,,,,,Chandigarh,160017
OI-000352,ORD-2026-000214,CUST-0175,2026-07-15 15:19,APL-TOP-M-002,APL-TOP-M-002-XL-SKY,XL,Sky Blue,1,1499,1499,Credit/Debit Card,paid,confirmed,BLR-FC1,,,,,,,Chandigarh,160017
OI-000353,ORD-2026-000214,CUST-0175,2026-07-15 15:19,APL-ACC-M-045,APL-ACC-M-045-FS-MUS,Free Size,Mustard,1,699,699,Credit/Debit Card,paid,confirmed,BLR-FC1,,,,,,,Chandigarh,160017
OI-000354,ORD-2026-000215,CUST-0101,2026-06-21 12:40,APL-BTM-F-084,APL-BTM-F-084-XL-TAU,XL,Taupe,1,1499,1499,COD,paid,delivered,MUM-FC1,XpressBees,AWB9172652771,2026-06-23,2026-06-28,2026-06-26,,Kolkata,700001
OI-000355,ORD-2026-000216,CUST-0137,2026-07-06 16:51,APL-TOP-M-052,APL-TOP-M-052-S-RED,S,Red-Black Check,1,1499,1499,Credit/Debit Card,paid,delivered,MUM-FC1,Ekart,AWB9467436886,2026-07-07,2026-07-11,2026-07-10,,Delhi,110001
OI-000356,ORD-2026-000216,CUST-0137,2026-07-06 16:51,APL-BTM-M-064,APL-BTM-M-064-XS-NAV,XS,Navy,1,999,999,Credit/Debit Card,paid,delivered,MUM-FC1,Ekart,AWB9467436886,2026-07-07,2026-07-11,2026-07-10,,Delhi,110001
OI-000357,ORD-2026-000216,CUST-0137,2026-07-06 16:51,APL-BTM-M-065,APL-BTM-M-065-M-OLI,M,Olive,1,1999,1999,Credit/Debit Card,paid,delivered,MUM-FC1,Ekart,AWB9467436886,2026-07-07,2026-07-11,2026-07-10,,Delhi,110001
OI-000358,ORD-2026-000216,CUST-0137,2026-07-06 16:51,APL-BTM-F-083,APL-BTM-F-083-XL-BLA,XL,Black,1,1499,1499,Credit/Debit Card,paid,delivered,MUM-FC1,Ekart,AWB9467436886,2026-07-07,2026-07-11,2026-07-10,,Delhi,110001
OI-000359,ORD-2026-000217,CUST-0067,2026-06-30 20:30,APL-BTM-F-083,APL-BTM-F-083-S-BLA,S,Black,1,1499,1499,Netbanking,paid,delivered,MUM-FC1,XpressBees,AWB1188750998,2026-07-02,2026-07-06,2026-07-05,,Ahmedabad,380001
OI-000360,ORD-2026-000217,CUST-0067,2026-06-30 20:30,APL-BTM-F-078,APL-BTM-F-078-XS-DAR,XS,Dark Blue,1,1999,1999,Netbanking,paid,delivered,MUM-FC1,XpressBees,AWB1188750998,2026-07-02,2026-07-06,2026-07-05,,Ahmedabad,380001
OI-000361,ORD-2026-000218,CUST-0093,2026-06-28 20:18,APL-TOP-M-006,APL-TOP-M-006-XS-OLI,XS,Olive,1,2999,2999,COD,paid,delivered,DEL-FC1,DTDC,AWB9331903859,2026-07-01,2026-07-05,2026-07-04,,Bengaluru,560001
OI-000362,ORD-2026-000218,CUST-0093,2026-06-28 20:18,APL-TOP-F-072,APL-TOP-F-072-L-BLA,L,Black,1,2999,2999,COD,paid,delivered,DEL-FC1,DTDC,AWB9331903859,2026-07-01,2026-07-05,2026-07-04,,Bengaluru,560001
OI-000363,ORD-2026-000218,CUST-0093,2026-06-28 20:18,APL-TOP-M-007,APL-TOP-M-007-M-MUS,M,Mustard,1,1499,1499,COD,paid,delivered,DEL-FC1,DTDC,AWB9331903859,2026-07-01,2026-07-05,2026-07-04,,Bengaluru,560001
OI-000364,ORD-2026-000218,CUST-0093,2026-06-28 20:18,APL-BTM-F-080,APL-BTM-F-080-XL-COC,XL,Cocoa,1,699,699,COD,paid,delivered,DEL-FC1,DTDC,AWB9331903859,2026-07-01,2026-07-05,2026-07-04,,Bengaluru,560001
OI-000365,ORD-2026-000219,CUST-0079,2026-07-05 19:40,APL-TOP-F-074,APL-TOP-F-074-XS-BLA,XS,Black,1,599,599,COD,paid,delivered,BLR-FC1,XpressBees,AWB4743608533,2026-07-07,2026-07-11,2026-07-12,,Chandigarh,160017
OI-000366,ORD-2026-000219,CUST-0079,2026-07-05 19:40,APL-ACC-F-047,APL-ACC-F-047-L-BLA,L,Black,1,499,499,COD,paid,delivered,BLR-FC1,XpressBees,AWB4743608533,2026-07-07,2026-07-11,2026-07-12,,Chandigarh,160017
OI-000367,ORD-2026-000220,CUST-0017,2026-07-10 08:54,APL-BTM-M-064,APL-BTM-M-064-L-KHA,L,Khaki,1,999,999,COD,paid,delivered,MUM-FC1,Ekart,AWB9733694134,2026-07-12,2026-07-15,2026-07-18,,Hyderabad,500001
OI-000368,ORD-2026-000221,CUST-0099,2026-07-01 09:49,APL-TOP-F-068,APL-TOP-F-068-XL-DUS,XL,Dusty Rose,1,1299,1299,UPI,paid,delivered,DEL-FC1,Ekart,AWB4445043068,2026-07-01,2026-07-07,2026-07-04,,Hyderabad,500001
OI-000369,ORD-2026-000222,CUST-0084,2026-06-25 20:08,APL-BTM-M-064,APL-BTM-M-064-XS-COR,XS,Coral,1,999,999,Wallet,paid,delivered,MUM-FC1,DTDC,AWB8848586925,2026-06-25,2026-07-01,2026-06-26,,Kochi,682001
OI-000370,ORD-2026-000223,CUST-0088,2026-06-23 11:13,APL-BTM-M-064,APL-BTM-M-064-S-NAV,S,Navy,1,999,999,UPI,paid,delivered,MUM-FC1,Delhivery,AWB6446267906,2026-06-23,2026-06-25,2026-06-26,,Kochi,682001
OI-000371,ORD-2026-000224,CUST-0150,2026-07-15 16:37,APL-ACC-M-039,APL-ACC-M-039-FS-BLR,Free Size,Black-Blue,1,1299,1299,Netbanking,paid,packed,BLR-FC1,,,,,,,Bengaluru,560001
OI-000372,ORD-2026-000225,CUST-0123,2026-06-26 18:56,APL-BTM-M-013,APL-BTM-M-013-XL-STO,XL,Stone Grey,1,1299,1299,COD,paid,delivered,DEL-FC1,XpressBees,AWB9918285525,2026-06-26,2026-06-29,2026-07-01,,Hyderabad,500001
OI-000373,ORD-2026-000226,CUST-0051,2026-07-04 20:44,APL-BTM-M-061,APL-BTM-M-061-M-CHA,M,Charcoal,1,1799,1799,Credit/Debit Card,paid,delivered,MUM-FC1,DTDC,AWB2520018007,2026-07-06,2026-07-08,2026-07-10,,Bengaluru,560001
OI-000374,ORD-2026-000227,CUST-0161,2026-06-19 13:19,APL-TOP-M-059,APL-TOP-M-059-XL-CHA,XL,Charcoal,3,2299,6897,COD,paid,delivered,DEL-FC1,XpressBees,AWB4685623850,2026-06-19,2026-06-21,2026-06-22,,Kolkata,700001
OI-000375,ORD-2026-000227,CUST-0161,2026-06-19 13:19,APL-BTM-M-060,APL-BTM-M-060-XXL-WAS,XXL,Washed Blue,2,1999,3998,COD,paid,delivered,DEL-FC1,XpressBees,AWB4685623850,2026-06-19,2026-06-21,2026-06-22,,Kolkata,700001
OI-000376,ORD-2026-000228,CUST-0082,2026-06-10 10:54,APL-TOP-F-073,APL-TOP-F-073-S-CRE,S,Cream,1,1499,1499,COD,paid,delivered,BLR-FC1,Ekart,AWB8345317039,2026-06-12,2026-06-15,2026-06-17,,Hyderabad,500001
OI-000377,ORD-2026-000229,CUST-0112,2026-07-18 09:13,APL-ACC-F-098,APL-ACC-F-098-M-WHI,M,White,2,399,798,UPI,paid,confirmed,BLR-FC1,,,,,,,Mumbai,400001
OI-000378,ORD-2026-000230,CUST-0083,2026-06-22 15:31,APL-TOP-F-075,APL-TOP-F-075-XL-WHI,XL,White,1,1999,1999,UPI,paid,delivered,BLR-FC1,XpressBees,AWB4769268217,2026-06-22,2026-06-28,2026-06-24,,Hyderabad,500001
OI-000379,ORD-2026-000231,CUST-0146,2026-07-11 15:10,APL-TOP-F-069,APL-TOP-F-069-M-MOC,M,Mocha,1,999,999,Credit/Debit Card,paid,shipped,MUM-FC1,XpressBees,AWB1608923304,2026-07-13,2026-07-19,,,Hyderabad,500001
OI-000380,ORD-2026-000231,CUST-0146,2026-07-11 15:10,APL-BTM-M-017,APL-BTM-M-017-XXL-SAG,XXL,Sage,2,999,1998,Credit/Debit Card,paid,shipped,MUM-FC1,XpressBees,AWB1608923304,2026-07-13,2026-07-19,,,Hyderabad,500001
OI-000381,ORD-2026-000231,CUST-0146,2026-07-11 15:10,APL-TOP-M-058,APL-TOP-M-058-XS-BLA,XS,Black,1,599,599,Credit/Debit Card,paid,shipped,MUM-FC1,XpressBees,AWB1608923304,2026-07-13,2026-07-19,,,Hyderabad,500001
OI-000382,ORD-2026-000232,CUST-0145,2026-06-10 18:47,APL-TOP-M-055,APL-TOP-M-055-M-CAM,M,Camel,1,1799,1799,UPI,refunded,returned,DEL-FC1,Delhivery,AWB3885702362,2026-06-11,2026-06-16,2026-06-16,Quality not as expected,Hyderabad,500001
OI-000383,ORD-2026-000232,CUST-0145,2026-06-10 18:47,APL-TOP-F-022,APL-TOP-F-022-XXL-POW,XXL,Powder Blue,1,1499,1499,UPI,refunded,returned,DEL-FC1,Delhivery,AWB3885702362,2026-06-11,2026-06-16,2026-06-16,Color mismatch,Hyderabad,500001
OI-000384,ORD-2026-000233,CUST-0027,2026-06-06 09:11,APL-TOP-M-007,APL-TOP-M-007-M-WHI,M,White,1,1499,1499,COD,paid,delivered,DEL-FC1,DTDC,AWB4656796845,2026-06-07,2026-06-09,2026-06-12,,Pune,411001
OI-000385,ORD-2026-000233,CUST-0027,2026-06-06 09:11,APL-TOP-F-068,APL-TOP-F-068-L-IVO,L,Ivory,1,1299,1299,COD,paid,delivered,DEL-FC1,DTDC,AWB4656796845,2026-06-07,2026-06-09,2026-06-12,,Pune,411001
OI-000386,ORD-2026-000234,CUST-0138,2026-07-18 18:34,APL-BTM-F-084,APL-BTM-F-084-XL-BLA,XL,Black,1,1499,1499,COD,pending,confirmed,MUM-FC1,,,,,,,Jaipur,302001
OI-000387,ORD-2026-000235,CUST-0118,2026-06-16 19:13,APL-TOP-F-024,APL-TOP-F-024-XS-GRE,XS,Grey,1,1499,1499,COD,paid,delivered,MUM-FC1,DTDC,AWB9967211708,2026-06-18,2026-06-20,2026-06-20,,Mumbai,400001
OI-000388,ORD-2026-000235,CUST-0118,2026-06-16 19:13,APL-TOP-F-024,APL-TOP-F-024-XS-LIL,XS,Lilac,1,1499,1499,COD,paid,delivered,MUM-FC1,DTDC,AWB9967211708,2026-06-18,2026-06-20,2026-06-20,,Mumbai,400001
OI-000389,ORD-2026-000235,CUST-0118,2026-06-16 19:13,APL-BTM-M-067,APL-BTM-M-067-XXL-BRO,XXL,Brown,1,1799,1799,COD,paid,delivered,MUM-FC1,DTDC,AWB9967211708,2026-06-18,2026-06-20,2026-06-20,,Mumbai,400001
OI-000390,ORD-2026-000236,CUST-0127,2026-05-27 20:12,APL-TOP-F-069,APL-TOP-F-069-XL-MOC,XL,Mocha,1,999,999,UPI,refunded,cancelled,MUM-FC1,,,,,,,Mumbai,400001
OI-000391,ORD-2026-000237,CUST-0105,2026-06-21 11:58,APL-BTM-F-030,APL-BTM-F-030-XXL-BLU,XXL,Blush Pink,1,1499,1499,UPI,paid,delivered,DEL-FC1,Delhivery,AWB4771575648,2026-06-23,2026-06-26,2026-06-25,,Bengaluru,560001
OI-000392,ORD-2026-000237,CUST-0105,2026-06-21 11:58,APL-TOP-M-059,APL-TOP-M-059-S-MAR,S,Maroon,1,2299,2299,UPI,paid,delivered,DEL-FC1,Delhivery,AWB4771575648,2026-06-23,2026-06-26,2026-06-25,,Bengaluru,560001
OI-000393,ORD-2026-000238,CUST-0077,2026-07-13 14:06,APL-BTM-F-032,APL-BTM-F-032-M-BLA,M,Black,1,1799,1799,Wallet,paid,delivered,BLR-FC1,DTDC,AWB5351490192,2026-07-14,2026-07-17,2026-07-19,,Lucknow,226001
OI-000394,ORD-2026-000239,CUST-0092,2026-06-30 20:49,APL-TOP-M-008,APL-TOP-M-008-L-ELE,L,Electric Blue,2,799,1598,Credit/Debit Card,paid,delivered,DEL-FC1,Delhivery,AWB7987813752,2026-07-01,2026-07-06,2026-07-04,,Jaipur,302001
OI-000395,ORD-2026-000240,CUST-0042,2026-07-11 18:34,APL-BTM-F-027,APL-BTM-F-027-XL-BLA,XL,Black,3,1999,5997,Wallet,paid,shipped,MUM-FC1,Delhivery,AWB9648483353,2026-07-13,2026-07-16,,,Jaipur,302001
OI-000396,ORD-2026-000241,CUST-0046,2026-06-20 10:44,APL-TOP-F-023,APL-TOP-F-023-S-EME,S,Emerald,1,2299,2299,COD,paid,delivered,BLR-FC1,Delhivery,AWB8048631595,2026-06-20,2026-06-23,2026-06-25,,Pune,411001
OI-000397,ORD-2026-000241,CUST-0046,2026-06-20 10:44,APL-BTM-M-014,APL-BTM-M-014-XL-CHA,XL,Charcoal,1,1999,1999,COD,paid,delivered,BLR-FC1,Delhivery,AWB8048631595,2026-06-20,2026-06-23,2026-06-25,,Pune,411001
OI-000398,ORD-2026-000241,CUST-0046,2026-06-20 10:44,APL-BTM-M-014,APL-BTM-M-014-L-CHA,L,Charcoal,1,1999,1999,COD,paid,delivered,BLR-FC1,Delhivery,AWB8048631595,2026-06-20,2026-06-23,2026-06-25,,Pune,411001
OI-000399,ORD-2026-000241,CUST-0046,2026-06-20 10:44,APL-TOP-F-073,APL-TOP-F-073-XXL-CRE,XXL,Cream,1,1499,1499,COD,paid,delivered,BLR-FC1,Delhivery,AWB8048631595,2026-06-20,2026-06-23,2026-06-25,,Pune,411001
OI-000400,ORD-2026-000242,CUST-0093,2026-07-18 19:31,APL-TOP-M-051,APL-TOP-M-051-L-OLI,L,Olive-Cream,1,799,799,Netbanking,paid,confirmed,DEL-FC1,,,,,,,Ahmedabad,380001
OI-000401,ORD-2026-000243,CUST-0177,2026-05-25 22:06,APL-ACC-M-091,APL-ACC-M-091-FS-BEI,Free Size,Beige,1,799,799,UPI,paid,delivered,DEL-FC1,XpressBees,AWB8743274467,2026-05-26,2026-05-29,2026-06-01,,Hyderabad,500001
OI-000402,ORD-2026-000244,CUST-0049,2026-07-18 10:50,APL-TOP-M-006,APL-TOP-M-006-XS-BLA,XS,Black,1,2999,2999,COD,pending,confirmed,DEL-FC1,,,,,,,Delhi,110001
OI-000403,ORD-2026-000245,CUST-0167,2026-07-17 08:04,APL-TOP-F-019,APL-TOP-F-019-XL-FLH,XL,Floral Teal,1,1999,1999,Wallet,paid,pending,BLR-FC1,,,,,,,Pune,411001
